title,artist,link
Unknown (1950),Zygmunt Bukowski,/record/53557?highlight=*:*
Portrait of Head of a Woman (1952),Frances Walker,/record/20846?highlight=*:*
Woman with Fish on her Head,John Bellany,/record/21530?highlight=*:*
Unknown (1952),Rosemary Bagshaw,/record/53513?highlight=*:*
Seated Nude (1953),Robert L Thompson,/record/21121?highlight=*:*
Portrait of Woman in White Blouse (1962),Elizabeth G. Kellar,/record/22714?highlight=*:*
Untitled (1977),Eve F. Thomson,/record/99826?highlight=*:*
Unknown (1949),Margaret Moodie,/record/50492?highlight=*:*
Art Magazine Ads (1988-1989),Jeff Koons,/record/21365?highlight=*:*
Untitled,David C Duke,/record/22574?highlight=*:*
Big Top (Circa 1968),Gillian Mather,/record/21485?highlight=*:*
Chinese spectacle case,Unknown,/record/102704?highlight=*:*
Drawing of a Seated Man (1955-1956),Eric Ritchie,/record/20801?highlight=*:*
'Gordini' Fairground Ride,Hazel Walker,/record/21508?highlight=*:*
Untitled (Unknown),S J Dooley,/record/99912?highlight=*:*
Life Painting (1918),Anne Redpath,/record/20735?highlight=*:*
Unknown (1958),Katherine Cowan,/record/50514?highlight=*:*
Farm Building (01 May 1985),Allison E Sharpe,/record/21467?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),NA,/record/20699?highlight=*:*
From the Viking Age (1897),Pavlov Chailly,/record/50469?highlight=*:*
Bust of St. Joseph (1912),C Pouzadoux,/record/20550?highlight=*:*
Portrait of a Man (1957),Unknown,/record/21250?highlight=*:*
Prophet (1953),Ben Zion,/record/21684?highlight=*:*
Untitled,R. Euman,/record/112502?highlight=*:*
Unknown,Unknown,/record/50407?highlight=*:*
Untitled - Abstract Ocean of Dark Reds and Greens and Blacks (1993),Norman Shaw,/record/99463?highlight=*:*
View of a Fair (1949),David McClure,/record/21333?highlight=*:*
Untitled (Unknown),Unknown,/record/21565?highlight=*:*
Portrait of a Man,Claudia Petretti,/record/21441?highlight=*:*
Unitled (Unknown),S J Dooley,/record/99909?highlight=*:*
Portrait of a Man Seated (1960),Jane Heggie,/record/20980?highlight=*:*
Small brown female figure with long wavy hair,NA,/record/20547?highlight=*:*
Portrait of a Woman (1954),David Ewans,/record/21215?highlight=*:*
Portrait of Seated Woman (1965),William Gillon,/record/21343?highlight=*:*
Man in Spanish Costume (1955),Alexander S Campbell,/record/21317?highlight=*:*
Portrait of a Boy (1950),Cecile E. M. Johnstone,/record/22667?highlight=*:*
Untitled,Roy M. W. Cameron,/record/112348?highlight=*:*
Seated Male Nude (1959),Denness Morton,/record/21079?highlight=*:*
Reclining Female Nude (1952),John Houston,/record/21352?highlight=*:*
Putto with a fish,Unknown,/record/20540?highlight=*:*
Falling Figure in an Autumn Valley (1968),Alistair T. B. Burns,/record/22589?highlight=*:*
Untitled (Unknown),Unknown,/record/21621?highlight=*:*
Unknown,Fiona Hewitt,/record/53599?highlight=*:*
Unknown,Unknown,/record/50382?highlight=*:*
Untitled,Kirkland Main,/record/99988?highlight=*:*
Standing Male Nude,A Wrever,/record/20859?highlight=*:*
"Bank of the Amstel, Amsterdam (30 Aug 1948)",Marjorie Wallace,/record/50448?highlight=*:*
Seated Man and Woman,Elizabeth Blackadder,/record/20775?highlight=*:*
Untitled (2003),Andrea Bain,/record/99928?highlight=*:*
High St. Harlesden (1964-1965),Gordon Bryce,/record/99283?highlight=*:*
Angel Playing Pipes,Unknown,/record/20608?highlight=*:*
Water Dance (Porthmeor) IV (2006),Wilhelmina Barns-Graham CBE HRSA HRSW,/record/54753?highlight=*:*
Part of petticoat,Unknown,/record/100004?highlight=*:*
Unknown,Unknown,/record/50419?highlight=*:*
Self portrait (2006),Bridget Steed,/record/99857?highlight=*:*
Untitled - Leaning Semi-Nude Male (1962),Roselyn M Underwood,/record/99443?highlight=*:*
Horse,Emma Gillies,/record/53756?highlight=*:*
Untitled - Bearded Man at the Table (20 Oct 1962),John C Mark Jones,/record/99258?highlight=*:*
Two Boxes on Pink (Circa 1968),Maureen Marshall,/record/22563?highlight=*:*
Untitled,Sara Gough,/record/112504?highlight=*:*
Unknown (1948),Mabel D. Lawford,/record/50537?highlight=*:*
Cow,Emma Gillies,/record/53752?highlight=*:*
Untitled - Abstract Blue and Red Shapes (1989),Joanne Leonie Milne,/record/99387?highlight=*:*
Sean Connery as a Life Model (1952),Alastair Fairweather,/record/22598?highlight=*:*
Ecorche of Houdon,Unknown,/record/20602?highlight=*:*
Portrait of a Man in a Suit (Mar 1963),John Bellany,/record/20776?highlight=*:*
Untitled (Unknown),Unknown,/record/21569?highlight=*:*
Unknown (1949),James N. Hardie,/record/50532?highlight=*:*
Jacopo Nani (2019),Brandon Logan,/record/113742?highlight=*:*
Circus (1950),Cecile E M Johnston,/record/21027?highlight=*:*
Unknown (1960),Hugh Deans,/record/53574?highlight=*:*
Unknown,Alistair Fairweather,/record/50424?highlight=*:*
Saucer,Emma Gillies,/record/53667?highlight=*:*
Student in the Studio,Leon Francesco Morrocco,/record/21401?highlight=*:*
Untitled (Unknown),Renny Tait,/record/21645?highlight=*:*
Untitled (1963),Ruth Walker,/record/22023?highlight=*:*
Seated Male Nude (1953),Ian Short,/record/20941?highlight=*:*
Untitled (2003),Scott Laverie,/record/93377?highlight=*:*
View of a Street and Market (1948),Marjorie Wallace,/record/20853?highlight=*:*
La Messe de Minuit - Église St Eustache (1963),Ann F Ward,/record/99342?highlight=*:*
Zoo 9th May (1962-1963),Lesley M. Johns,/record/99330?highlight=*:*
Game Birds,George Glen,/record/53607?highlight=*:*
Untitled (Unknown),Unknown,/record/21713?highlight=*:*
Untitled - Man Sitting at the Table Drinking Tea (01 May 1961),John C Mark Jones,/record/99259?highlight=*:*
House and Figures in a Landscape,Judith A. Heller,/record/22578?highlight=*:*
Portrait of a Standing Woman (1950),Edward Stratton,/record/20825?highlight=*:*
Taking the Veil (1987),Elspeth Lamb,/record/21924?highlight=*:*
Unknown (1950),Patrick W. Barclay,/record/50620?highlight=*:*
"Barges, 1 Jan '63 (1963)",Geoffrey J Roper,/record/99369?highlight=*:*
Body Print (1982),Paul Duffus,/record/21965?highlight=*:*
Seated Female Nude with Striped Floor Drape,Unknown,/record/22642?highlight=*:*
Untitled (1969),Jennifer M. Hughes,/record/99837?highlight=*:*
Snow Covered Landscape,Sheila Arnot,/record/21479?highlight=*:*
Portrait of a Man,Michael Douleny,/record/21480?highlight=*:*
Standing Woman (1959),C Byron,/record/20915?highlight=*:*
Untitled (Unknown),Louisa Burnett Hall,/record/21958?highlight=*:*
Untitled (2002),Kirsty MacDonald,/record/99929?highlight=*:*
Seated Female Nude (1953),George Hamilton,/record/20931?highlight=*:*
Portrait of a Woman (1958),John Boyd,/record/20957?highlight=*:*
Untitled (2002),Ahjae Lim,/record/99936?highlight=*:*
Unknown,Unknown,/record/53542?highlight=*:*
Serving Plate,Emma Gillies,/record/53619?highlight=*:*
Aduton 51 (1977),Paul Feiler,/record/21666?highlight=*:*
Bubbie's Bay (2006),Rhoda Rosenburg,/record/99878?highlight=*:*
Plate,Emma Gillies,/record/53669?highlight=*:*
Unknown (1960),Hugh Deans,/record/53572?highlight=*:*
Untitled (Unknown),Unknown,/record/21633?highlight=*:*
Side Plate,Emma Gillies,/record/53611?highlight=*:*
Teapot Lid,Emma Gillies,/record/53744?highlight=*:*
Interior Scene,Sigrid Gordon,/record/21462?highlight=*:*
"Metope 5, south entablature, Parthenon (1837)",NA,/record/20650?highlight=*:*
Unknown (Unknown),Margaret Clyde,/record/21879?highlight=*:*
Portrait of a Young Man (1948),Sheena Page,/record/21070?highlight=*:*
Untitled (1991-1992),Kate McKenzie,/record/21993?highlight=*:*
Portrait of a Young Woman (1958),Richard McNeill,/record/20890?highlight=*:*
San Gimignano from the Fields (1989),Jane V Hyslop,/record/21693?highlight=*:*
Portrait of a Man (1955),Alexander S Campbell,/record/21316?highlight=*:*
"Armorial panel from left tower of Mar's Wark, Stirling (Pre 1893)",Unknown,/record/20555?highlight=*:*
Vision in Time III (2006),Wilhelmina Barns-Graham CBE HRSA HRSW,/record/54752?highlight=*:*
Dish,Emma Gillies,/record/53723?highlight=*:*
Unknown (Unknown),Unknown,/record/21807?highlight=*:*
Standing Male Nude with Staff (Circa 1952),David Michie,/record/21035?highlight=*:*
March Morning (Circa 1956),Peter G. Collins,/record/22648?highlight=*:*
Untitled (1974),Fiona Carlisle,/record/21594?highlight=*:*
Standing Female Nude (1953),Eileen Duncan,/record/20929?highlight=*:*
Untitled (Unknown),Victoria C F Bernie,/record/21786?highlight=*:*
Untitled (Unknown),Unknown,/record/21617?highlight=*:*
Portrait of a Woman (1962),Hope,/record/21281?highlight=*:*
Aux cinq billiards (1963),Ann F Ward,/record/99340?highlight=*:*
Untitled (Unknown),Unknown,/record/21982?highlight=*:*
Abstract (Unknown),Mark Harris,/record/21660?highlight=*:*
Unknown (1955),Edith Duke,/record/53526?highlight=*:*
Untitled - Abstract Print of Foliage in Black and White (1982),Rena R. Simpson II,/record/99332?highlight=*:*
Brick coloured woven fragment,Unknown,/record/102701?highlight=*:*
Architectural Drawing,Adri C Chrichton,/record/21514?highlight=*:*
Seated Female Nude (03 Oct 1957),Sheena McEwan,/record/20899?highlight=*:*
(1965),Frances Sander,/record/99526?highlight=*:*
untitled (Unknown),Valerie Anderson,/record/21890?highlight=*:*
Portrait of Seated Man in Uniform (1952),Frances Walker,/record/20848?highlight=*:*
Aerial (2007),Anna Warsop,/record/99904?highlight=*:*
Seated Male Nude (Circa 1953),Mollie Parker,/record/20948?highlight=*:*
Untitled - Nude Male and Reflection (1967),Margaret Lothian,/record/99271?highlight=*:*
Untitled - Life Drawing of Reclining Nude Male (1967),Isobel T Johnstone,/record/99250?highlight=*:*
Unknown (1953-1954),Lawrence F. Baxter,/record/50616?highlight=*:*
Abstract Composition (1962),James T Carlyle,/record/21280?highlight=*:*
Untitled - City Highrise (Feb 1962),William Gillon,/record/99482?highlight=*:*
South Frieze of the Parthenon Frieze (1836-1837),NA,/record/20691?highlight=*:*
Portrait of a Young Man (1950),Alexander F Mitchell,/record/21056?highlight=*:*
Untitled - Nude Woman Wearing Veil (1962),June M. Morgan,/record/99354?highlight=*:*
Standing Nude (1960),John Johnstone,/record/21358?highlight=*:*
Drawing of Reclining Nude Sculpture (15 May 1950),David Michie,/record/21036?highlight=*:*
Townscape with Church (1955),Margaret Proudfoot,/record/21034?highlight=*:*
Obstacle - Exploded Drawing (2014),Charles Myatt,/record/47456?highlight=*:*
Unknown (1947),Sheila Turnbull,/record/50455?highlight=*:*
Life Painting (Circa 1952),David Michie,/record/20737?highlight=*:*
Untitled (1962),Carl O Ekevall,/record/99497?highlight=*:*
Milk Jug,Emma Gillies,/record/53677?highlight=*:*
Still Life with Teapot,Bull,/record/20757?highlight=*:*
Untitled - Standing Nude Female (1963-1964),Irene G. Thomson,/record/99419?highlight=*:*
Unknown (1985),Donald Provan,/record/50418?highlight=*:*
Seated Male Nude reading newspaper (1960),Jean Richie,/record/20791?highlight=*:*
Full length portrait of man from behind with three-point hat and sabre (22 Mar 1951),Diana M. Douglas-Hamilton,/record/53527?highlight=*:*
Seated Male Nude (1955),J Salter,/record/21193?highlight=*:*
Abstract Composition with Blue Stripes (1969),Ian G. Robertson,/record/22562?highlight=*:*
Untitled (1987),Pamela Richardson,/record/21570?highlight=*:*
Bust of Queen Nefertiti (White),Unknown,/record/20622?highlight=*:*
Portrait of a Woman's Head (1948),Thomson,/record/20842?highlight=*:*
Sugar Bowl Lid,Emma Gillies,/record/53725?highlight=*:*
Horse of Selene from the east pediment,NA,/record/20634?highlight=*:*
Untitled - Abstract Road (1965),Laura McPherson,/record/99393?highlight=*:*
Untitled (1983),Robert Rivers,/record/99801?highlight=*:*
Portrait of a Man Seated (1959),C Byron,/record/20914?highlight=*:*
Untitled (Unknown),Unknown,/record/21551?highlight=*:*
Standing Female Nude (Nov 1957),Walter Miller,/record/20908?highlight=*:*
Untitled (Unknown),Unknown,/record/21870?highlight=*:*
Still Life with Green Boots and Knotted Rope (1987),Sheila Arnot,/record/22543?highlight=*:*
Untitled (1965),Hugh Tuckerman,/record/22025?highlight=*:*
Unknown (1950),Katherine B K Burns,/record/50571?highlight=*:*
Standing Male Nude (1959),Gwen Reilly,/record/21151?highlight=*:*
Inscription Panel from Trajan's Column (right side),Unknown,/record/20537?highlight=*:*
Landscape (1951),James P W Syme,/record/20836?highlight=*:*
Reclining Female Nude (14 Dec 1952),Llewella Brayne,/record/20940?highlight=*:*
Drawing of Monaghan (1955),Edith Duke,/record/21217?highlight=*:*
Reclining Female Nude (1953),Iain West,/record/20783?highlight=*:*
Toledo (1950),Alastair Flattely,/record/21374?highlight=*:*
Unknown (1950),Alexander Cree,/record/50544?highlight=*:*
Seated Female Nude (1959),W Bryden,/record/21107?highlight=*:*
Reclining Female Nude (Jan 1958),Walter Miller,/record/20906?highlight=*:*
Light Around Limbo (2016),Joseph Glover,/record/99263?highlight=*:*
Unknown (1952),Alistair Fairweather,/record/50422?highlight=*:*
Unknown (1958),Andrew P. W. Conkie,/record/50524?highlight=*:*
Untitled (2002),Sarah Sanford,/record/99954?highlight=*:*
Wildflowers and Butterfly (Circa 1954),John P Busby,/record/22627?highlight=*:*
Pylons in the Landscape (01 May 1985),Allison E Sharpe,/record/21468?highlight=*:*
Standing Male Nude (1960),Thomas T Robertson,/record/20806?highlight=*:*
Untitled (1960),Elizabeth M. Hansen,/record/99838?highlight=*:*
Stretching Male Nude (Circa 1953),Valerie Donaldson,/record/20949?highlight=*:*
Untitled (1969),Richard Easson,/record/99830?highlight=*:*
Untitled - Nude Woman in Red Reclining on a Red Couch (1963),Meriel A W de C Acton,/record/99476?highlight=*:*
Untitled (1983),Unknown,/record/21837?highlight=*:*
Saucer,Emma Gillies,/record/53628?highlight=*:*
Portrait of a Bearded Man (1960),Marjory Dickson,/record/20992?highlight=*:*
Untitled (1968),Maureen Purcell,/record/22499?highlight=*:*
Unknown,Audry Redpath,/record/50434?highlight=*:*
Swirl V (1998),Fionna Buck,/record/21674?highlight=*:*
View of a Street (1980),Calum Wilson,/record/21454?highlight=*:*
Child's collar. Chinese,Unknown,/record/102674?highlight=*:*
Groom and horses from North Frieze of the Parthenon (1836-1837),NA,/record/20713?highlight=*:*
Untitled (1967),Margaret Lothian,/record/22026?highlight=*:*
Two Girls by the Harbour (2006),John Bellany,/record/21531?highlight=*:*
Portrait of Standing Woman wearing Overalls (1959),Denness Morton,/record/20889?highlight=*:*
Untitled (2004),Shona Van Dam,/record/21791?highlight=*:*
Portrait of a Seated Woman,Barbara Mackie,/record/20999?highlight=*:*
Ashes and Diamonds (Unknown),David Freed,/record/21654?highlight=*:*
Opuntia Basilaris Engelmann and Bigelow 1856 (1993-1994),Jane Watt,/record/99458?highlight=*:*
Portrait of a Woman (1951),Andrew Kidd,/record/21235?highlight=*:*
Untitled (2006),Amelia Smith,/record/99863?highlight=*:*
Abstract Landscape (1990),Robert Euman,/record/22639?highlight=*:*
Unknown (1962),Kathleen Russell,/record/50503?highlight=*:*
Untitled (1990-1991),Anne Weddell,/record/21977?highlight=*:*
Portrait of a Man (1954),Elizabeth Blackadder,/record/21408?highlight=*:*
Fragment of ornament (arch springing),Unknown,/record/20566?highlight=*:*
Standing Male Nude (1930-1931),John McNairn,/record/21140?highlight=*:*
Boats and Collies (1929),Ernest S. Lumsden,/record/21751?highlight=*:*
Portrait of Seated Woman (1952),Nicholas Patrick Reyntiens,/record/21371?highlight=*:*
Unknown,Unknown,/record/53581?highlight=*:*
Untitled (1967),Christine Watson,/record/21772?highlight=*:*
Untitled - Portrait of a Reading Woman (Apr 1963),William Gillon,/record/99478?highlight=*:*
Portrait of a Woman (1947),James Cumming,/record/21363?highlight=*:*
Abstract Composition with Fabric Collage,Caroline E. L. Wilkinson,/record/22511?highlight=*:*
Untitled (Unknown),Victoria C F Bernie,/record/21784?highlight=*:*
Hibernation (1987),Alastair Mack,/record/21842?highlight=*:*
Reclining Male Nude (1956),Ballantyne,/record/21244?highlight=*:*
Untitled (1969),John Stewart,/record/99528?highlight=*:*
Untitled - Life Drawing of Skeletons (1963),William O. Little,/record/99268?highlight=*:*
"Seated Fate, east pediment of the Parthenon",NA,/record/20637?highlight=*:*
Whitework baby's bonnet,Unknown,/record/102708?highlight=*:*
Untitled (1967),Ian Roy,/record/21757?highlight=*:*
Four Abstract Panels,L Henniker,/record/21460?highlight=*:*
Abstract Female Nude (1965),William Gillon,/record/21312?highlight=*:*
For Mayte Carrasco (Unknown),Elspeth Lamb,/record/21887?highlight=*:*
"The Beach, Summer Composition (1958)",Robert M E Callender,/record/22590?highlight=*:*
Portrait of Seated Woman (25 Jan 1966),George Donald,/record/21175?highlight=*:*
Portrait of a Young Man (Circa 1950),John D Cowan,/record/21336?highlight=*:*
Untitled (1967),Rosemary Seaton,/record/22475?highlight=*:*
Untitled (1969),Richard Easson,/record/99829?highlight=*:*
Nude Male and Horse (Circa 1963),Leon Francesco Morrocco,/record/21399?highlight=*:*
Standing Female Nude (1954),Nita Newman,/record/21254?highlight=*:*
Untitled (Unknown),Unknown,/record/21999?highlight=*:*
Portrait of a Woman,Lucy Bowman,/record/21512?highlight=*:*
Grey Still Life (1948),Thomas M. B. Watt,/record/22653?highlight=*:*
Seated Male Nude (1953),Roy McCallum,/record/20897?highlight=*:*
Stairs,Scott Lawrie,/record/21515?highlight=*:*
Untitled (1976),Ian Baillie,/record/21599?highlight=*:*
Untitled - Abstract Building (1972),Lindsay R S Gordon,/record/99422?highlight=*:*
Untitled (1962),Deborah Eadie,/record/99495?highlight=*:*
Four Female Heads (1959),Denness Morton,/record/21078?highlight=*:*
Seated Male Nude (1960),Thomas T Robertson,/record/20807?highlight=*:*
Seated Male Nude (1957),Hylda M Sutcliffe,/record/20830?highlight=*:*
Untitled (1967),Sam Rae,/record/21756?highlight=*:*
Step 2 (2013),Maria Hadam,/record/21307?highlight=*:*
Momen (2005),Tadas Gindrenas,/record/99901?highlight=*:*
Standing Male Nude (1952),David Michie,/record/21387?highlight=*:*
Abstract with Blue Stripes (quadriptych) (1969),Ian G. Robertson,/record/22570?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,/record/20718?highlight=*:*
