title,artist,link
Standing Female Nude (1954),Elizabeth Blackadder,/record/21406?highlight=*:*
Portrait of a Woman,John Hunter,/record/21042?highlight=*:*
Mythological Landscape (diptych) (1990),Robert Euman,/record/22577?highlight=*:*
Fragment of ornament (spandrel shape),Unknown,/record/20565?highlight=*:*
Unknown (1946),Marjorie McLachlan,/record/50489?highlight=*:*
NO 6 (1952),Norman W. Anderson,/record/50627?highlight=*:*
Untitled - Three Figures At the Opera (1963),Ann F Ward,/record/99344?highlight=*:*
Portrait of a Young Man (1960),Thora Clyne,/record/20985?highlight=*:*
Man with Glasses (1941),P. G. Prescot,/record/22737?highlight=*:*
Large Still Life,Sir William George Gillies,/record/20744?highlight=*:*
Untitled (2006),Digby Maass,/record/99859?highlight=*:*
Extrude (2013),Charlotte Roseberry,/record/21302?highlight=*:*
Fidelity (Unknown),Alan T. Johnston,/record/21805?highlight=*:*
Untitled (1966),Simone Walker,/record/22477?highlight=*:*
Portrait of a Woman Standing (1957),Rosemary Bagshawe,/record/21221?highlight=*:*
Untitled (1969),Anne Lynch,/record/22492?highlight=*:*
Unknown (1949),Betty Elston,/record/50580?highlight=*:*
Untitled (Unknown),Unknown,/record/21966?highlight=*:*
Male Portrait (1949),Sheena Page,/record/20773?highlight=*:*
Unknown (1950),Unknown,/record/53506?highlight=*:*
Untitled (Unknown),Unknown,/record/21598?highlight=*:*
Study for picture 'Waking of Brynhildr' (1897),Pavlov Chailly,/record/50473?highlight=*:*
Distortion 1 (2014),Ainsley Francis,/record/47452?highlight=*:*
Untitled - Street View of Rooftops and Chimneys (1967-1968),Eileen E M Lawrence,/record/99260?highlight=*:*
Self Portrait (1950),William James Laidlaw Baillie,/record/21361?highlight=*:*
Camel (Unknown),Margaret Clyde,/record/21692?highlight=*:*
Portrait of a Seated Man (1955),Peter McGinn,/record/21213?highlight=*:*
Seated Female Nude (1939),Heather Measham,/record/21136?highlight=*:*
Lorenzo de' Medici (Pre 1837),Unknown,/record/20595?highlight=*:*
Portrait of a Man (1962),Leslie Johns,/record/21263?highlight=*:*
Untitled - Nude Figure Lying in Bed (1984),Joseph Sharples,/record/99333?highlight=*:*
Untitled - Nude Male in the Forest (1963),Leonore D Mackay,/record/99395?highlight=*:*
Abstract (1960),Denness Morton,/record/21083?highlight=*:*
Unknown,Leonard I. H. Gray,/record/53485?highlight=*:*
Northern Highland Landscape (1934),William Wilson,/record/21677?highlight=*:*
Of Carole Danielson (1964),Helen Cargill,/record/53585?highlight=*:*
Groom and Horse from South Frieze of the Parthenon (1836-1837),NA,/record/20733?highlight=*:*
Untitled (Unknown),Charlotte H.M. Bryce,/record/21833?highlight=*:*
Portrait of a Man in Spectacles (1958),Richard McNeill,/record/20891?highlight=*:*
Untitled - Woman in Hat with Ribbon (1980),Carolyn S Byres,/record/99426?highlight=*:*
Abstract Still Life (Circa 1975),Lindsay Moran,/record/20761?highlight=*:*
Untitled (1972),Lin Hunter,/record/21834?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,/record/20727?highlight=*:*
Untitled (1980),Unknown,/record/99823?highlight=*:*
Men’s smock (19th Century),Unknown,/record/100012?highlight=*:*
Sketch for Final Composition,Colin Brown,/record/53566?highlight=*:*
Untitled - Two Boys in Patterned Shirts (1985-1986),Dorothy Black,/record/99467?highlight=*:*
Portrait of a Woman (1960),Mary Shanks,/record/20947?highlight=*:*
Abstract,L Henniker,/record/21455?highlight=*:*
Unknown,Edith Duke,/record/53525?highlight=*:*
Untitled,Bill Breckervidge,/record/21458?highlight=*:*
Plakati Hrvatskog Narodnog Kazališta Split (1984),Boris Bućan,/record/22036?highlight=*:*
Untitled (Unknown),Wendy Gunn,/record/21719?highlight=*:*
9 European Cafes: no 5: La Couple (Circa 1977),Timothy Morrison,/record/22618?highlight=*:*
Reclining Female Nude (1949-1950),Mollie E N Langlands,/record/21019?highlight=*:*
"Rock R Coast, Hethleen Russell, Bournemouth (1966)",Kathleen Russell,/record/99523?highlight=*:*
untitled,Joyce M Cumming,/record/112357?highlight=*:*
Man with Concrete Jungle Record,Garry Campbell,/record/21426?highlight=*:*
Printed Fabric,Robin Jones,/record/22538?highlight=*:*
Untitled (1960),Kathleen Russell,/record/99519?highlight=*:*
Untitled (1997),Sera K,/record/21779?highlight=*:*
Garden of Eden (1987),Unknown,/record/21608?highlight=*:*
Untitled (1962),Leslie Johns,/record/21767?highlight=*:*
Horse and Cart (1956),Moira E. Brown,/record/22712?highlight=*:*
Untitled (2007),Matt Carter,/record/99975?highlight=*:*
Hill Fence (1976),Aitons Bytautus,/record/50385?highlight=*:*
Unknown (Unknown),Unknown,/record/21675?highlight=*:*
Portrait of a Man (1960),John Johnstone,/record/21357?highlight=*:*
Landscape (Circa 1953),Trevor Stubley,/record/21413?highlight=*:*
Saucer,Emma Gillies,/record/53663?highlight=*:*
Untitled (2002),Zillah Green,/record/99951?highlight=*:*
Untitled - City Scene at Night (1964-1965),William Gillon,/record/99483?highlight=*:*
Untitled (1966),Molly Harris,/record/99834?highlight=*:*
Untitled (Unknown),Nicholas File,/record/21781?highlight=*:*
Marshal from the West Frieze of the Parthenon (1836-1837),NA,/record/20689?highlight=*:*
Unknown (1947),Sheila Turnbull,/record/50454?highlight=*:*
Cornfield (1963),Joan Eardley,/record/21957?highlight=*:*
Standing Female Nude (1957),Peter Coyle,/record/20969?highlight=*:*
Gem cabinet 3 (of 6) containing 43 medallions,Unknown,/record/20617?highlight=*:*
Untitled (2002),Kirsty MacDonald,/record/99949?highlight=*:*
Portrait of a Man (Circa 1952),John Houston,/record/21351?highlight=*:*
Untitled (Unknown),Anna Chapman,/record/21603?highlight=*:*
Untitled (Dec 1972),Alison Duncan,/record/21581?highlight=*:*
Unknown (1949),Mary D Thomson,/record/50453?highlight=*:*
Swedish apron (1958),Unknown,/record/102689?highlight=*:*
Set of NDS slides,Unknown,/record/102675?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),NA,/record/20710?highlight=*:*
Frieze from the Temple of Athena Nike (left slab) (1827),NA,/record/20625?highlight=*:*
Untitled (2002),Gillian Curry,/record/99939?highlight=*:*
Portrait of a Woman (1939-1940),James Gordon,/record/21097?highlight=*:*
Untitled (1986),Andrew Arnott,/record/21626?highlight=*:*
Untitled (1989),Joanne Leonie Milne,/record/21909?highlight=*:*
Portrait of a Man (1959),Jean I. Beattie,/record/20920?highlight=*:*
Architectural Scene,Joanne Leonie Milne,/record/21451?highlight=*:*
Self Portrait,Jacqueline A N Stieger,/record/22699?highlight=*:*
Evening Jaipur No.2,Ernest S. Lumsden,/record/21750?highlight=*:*
Reclining Female Nude (1955),Fiona C MacCormick,/record/21014?highlight=*:*
Charioteer facing right,NA,/record/20660?highlight=*:*
Orange Abstract (1987),Alistair Banks,/record/22724?highlight=*:*
Self Portrait (Nov 1981),Richard Wright,/record/20771?highlight=*:*
Unknown (1975),Ruth Stiven,/record/50398?highlight=*:*
Portrait of a Woman (1964),Carole V Danielson,/record/21346?highlight=*:*
Untitled,Unknown,/record/102671?highlight=*:*
Unknown (1952),Rosemary Bagshaw,/record/53518?highlight=*:*
Legless Graham (Unknown),Jennifer Blake,/record/21995?highlight=*:*
Loading Cargo (1984),Gwyneth M. Leech,/record/21902?highlight=*:*
Unknown (1950),Jacquetta Burn-Callander,/record/50574?highlight=*:*
Untitled (Unknown),Unknown,/record/21586?highlight=*:*
Untitled (Dec 1970),Kathryn M. Buchan,/record/21869?highlight=*:*
Portrait of a Woman (1948),Thomas Kim Redpath,/record/20800?highlight=*:*
Donkey and Cart in Landscape (Circa 1955),Mollie E N Langlands,/record/21017?highlight=*:*
Untitled (1962),Underwood,/record/22502?highlight=*:*
Untitled (1963),Carol Handyside,/record/99842?highlight=*:*
Anti-Matter (2013),Marissa Stoffer,/record/47441?highlight=*:*
Untitled - 1/2 hr Life Drawing of Man in a Blue Costume (1963),Isobel T Johnstone,/record/99248?highlight=*:*
Untitled - Kings and Queens (1969),Michael T R B Turnbull,/record/99446?highlight=*:*
Finial (2018),Jack Handscombe,/record/102754?highlight=*:*
Unknown,Unknown,/record/53512?highlight=*:*
Seated Female Nude (1966-1967),George Donald,/record/21094?highlight=*:*
Standing Male Nude (Circa 1938),M E James,/record/21028?highlight=*:*
Unknown (1960),Dorothea Brown,/record/50601?highlight=*:*
Abstract Composition in Grey with Circle (1989),Linda A. Henniker,/record/22709?highlight=*:*
Unknown (1946),Alan Lefley,/record/50487?highlight=*:*
Food Print (2006),Tomoko Kawanaka,/record/99862?highlight=*:*
Isabella of Aragon (broken) (Post 1912),Unknown,/record/20532?highlight=*:*
Drawing of a Seated Woman (1956-1959),Jacqueline A N Stieger,/record/20819?highlight=*:*
Untitled - Abstract Blue and Green Squares (1994),Roger Elliot,/record/99461?highlight=*:*
Untitled,Douglas Cook,/record/22567?highlight=*:*
Seated Figure Reading Newspaper,Angus C. A. Hood,/record/22610?highlight=*:*
Seascape (1978),Michael Kinane,/record/21492?highlight=*:*
Man with Woman Smoking (1964),Kirkland Main,/record/22549?highlight=*:*
Unknown (1950),James T. Ferguson,/record/53497?highlight=*:*
Tottenham Court Road Underground (1987),"Eduardo Luigi Paolozzi KBE, RA",/record/21702?highlight=*:*
"Circo Togni, Ravenna (1957)",Peter McGinn,/record/21115?highlight=*:*
Damn blast and a side order of damn,Colin Montgomery,/record/22545?highlight=*:*
Saucer,Emma Gillies,/record/53631?highlight=*:*
Lit Doorway,C. K.?,/record/22541?highlight=*:*
Unknown,J Hamilton Glass,/record/50459?highlight=*:*
Train Station Interior,Eric Urquhart,/record/21507?highlight=*:*
Portrait of a Woman (1950),Alexander F Mitchell,/record/21055?highlight=*:*
Woven fragments (waistcoat),Unknown,/record/102702?highlight=*:*
Unknown (1960),Hugh Deans,/record/53577?highlight=*:*
Ayrshire christening robe (1800-1899),Unknown,/record/102679?highlight=*:*
Untitled (1965),Laura McPherson,/record/22482?highlight=*:*
Man in Blue Waistcoat,Henry Rodgers,/record/21461?highlight=*:*
Teapot Lid,Emma Gillies,/record/53745?highlight=*:*
The Judgement of Paris (1959),Kenneth Dingwall,/record/22713?highlight=*:*
Suit of Armour (Circa 1964),Kirkland Main,/record/21170?highlight=*:*
Portrait of a Woman (1950),Zygmunt Bukowski,/record/21368?highlight=*:*
Untitled (1997),Sena K.,/record/21923?highlight=*:*
Sampler on course slub material,Unknown,/record/102665?highlight=*:*
Riders: Parthenon Frieze (1836-1837),NA,/record/20706?highlight=*:*
Unknown (1958),Andrew P. W. Conkie,/record/50526?highlight=*:*
Interior Scene (1968),Ian Paterson,/record/21341?highlight=*:*
Untitled (1962),Carl O Ekevall,/record/99496?highlight=*:*
Two Men Standing,Charlene Anderson,/record/21091?highlight=*:*
Male Nude at Wash Bowl (recto),Unknown,/record/22649?highlight=*:*
Unknown (1962),Leslie Johns,/record/50479?highlight=*:*
Teacup,Emma Gillies,/record/53639?highlight=*:*
Study for Composition (1949),Alistair Smart,/record/50477?highlight=*:*
Untitled (1981-1986),Paul John Croft,/record/21860?highlight=*:*
Portrait of a Woman (1939),Betty M. Ferguson,/record/21130?highlight=*:*
Serving Plate,Emma Gillies,/record/53620?highlight=*:*
"Untitled - Abstract Orange, Blue, and Brown Shapes (1963)",Anthony J Valentine,/record/99442?highlight=*:*
Untitled (1963),L. Allan,/record/22012?highlight=*:*
Standing Male Nude (21 May 1954),Margaret Proudfoot,/record/21251?highlight=*:*
Portrait of a Woman (1939-1940),James H Donaldson,/record/21123?highlight=*:*
Sedilia from Lincluden Collegiate Church (1912),Joseph Cavagnari,/record/20568?highlight=*:*
Copper Engraving (1949),Alfred Hackney,/record/21826?highlight=*:*
Robin (1953),Diana M. Douglas-Hamilton,/record/22741?highlight=*:*
Untitled (2007),Frea Buckler,/record/99967?highlight=*:*
"Architrave and lintel from Collegiate Church of St Gertrude, Nivelles, Belgium (Anglo-Saxon)",Unknown,/record/20552?highlight=*:*
Portrait of a Woman in a Hat (1958),Pat Calder,/record/20959?highlight=*:*
Full Length Nude Female (1949),Edith A. Blight,/record/22692?highlight=*:*
Standing Male Nude (1957),Braso,/record/21247?highlight=*:*
Portrait of a Young Man (1950),Norman Nisbet,/record/21074?highlight=*:*
Espresso Cup,Emma Gillies,/record/53697?highlight=*:*
Riders from the West Frieze of the Parthenon (1836-1837),NA,/record/20668?highlight=*:*
Untitled (1963),Madelene R Galloway,/record/99821?highlight=*:*
Sixteen Boxes,John Mooney,/record/21804?highlight=*:*
Twist (1989),Dorothy Black,/record/21849?highlight=*:*
Tangled Leaves,Susan Alexander,/record/50401?highlight=*:*
Unknown (1960),Hugh Deans,/record/53570?highlight=*:*
Modesty vest,Unknown,/record/102682?highlight=*:*
Unknown,Stuart T. MacKenzie,/record/53561?highlight=*:*
Winged Victory of Samothrace (Post 1879),Musée Royal du Louvre,/record/20585?highlight=*:*
Pyreneen Vogel (2002),Frances Ryan,/record/21806?highlight=*:*
Plate,Emma Gillies,/record/53709?highlight=*:*
Cotton Wool Brain (2019),Zuzana Ullmannová,/record/113744?highlight=*:*
Untitled,NA,/record/111044?highlight=*:*
Untitled - Horses and Riders (1963),Jean M. Marshall,/record/99363?highlight=*:*
The Ideal (1991),Karen Guthrie,/record/21907?highlight=*:*
Unknown (20 Feb 1956),James C. Y. Gavin,/record/53494?highlight=*:*
Seated Female Nude (1957),Hillary Lewis,/record/21160?highlight=*:*
Singer (Jan 1987),Paul Rooney,/record/21841?highlight=*:*
Agricultural Tools,Alexander Curtis,/record/21505?highlight=*:*
In the Kitchen (1989),Robert Bushe,/record/22608?highlight=*:*
Portrait of a Man (1952),David Michie,/record/21385?highlight=*:*
Reflections on métro at 7.13 am (1963),Ann F Ward,/record/99339?highlight=*:*
Dying Adonis (Pre 1837),Clement Pappi,/record/20596?highlight=*:*
Harbour at Night,Derek McGuire,/record/21511?highlight=*:*
Untitled (1969),Richard Easson,/record/99832?highlight=*:*
Wrap up (Unknown),George Donald,/record/21825?highlight=*:*
Plate,Emma Gillies,/record/53704?highlight=*:*
Plate,Emma Gillies,/record/53705?highlight=*:*
Unknown (1953),D. Gordon Campbell,/record/53549?highlight=*:*
Unknown (Unknown),Unknown,/record/21554?highlight=*:*
Unknown (Unknown),Unknown,/record/21548?highlight=*:*
Unknown (1949),Thomas Clapperton,/record/50560?highlight=*:*
Pier,Lynda Gilland,/record/21449?highlight=*:*
Untitled (Unknown),Unknown,/record/21707?highlight=*:*
Saucer,Emma Gillies,/record/53666?highlight=*:*
Skeleton (1957),Norman E Kirkpatrick,/record/21023?highlight=*:*
Goats Feeding (1974),Anthony Gross,/record/21748?highlight=*:*
Untitled (Unknown),Unknown,/record/21851?highlight=*:*
Untitled,Joyce M Cumming,/record/112356?highlight=*:*
Riders from the West Frieze of the Parthenon (1836-1837),NA,/record/20676?highlight=*:*
House and Garden,Colin Campbell,/record/21435?highlight=*:*
Unknown,James H Donaldson,/record/53528?highlight=*:*
Untitled (Unknown),Unknown,/record/99915?highlight=*:*
138 (2015),Mark Osborne,/record/53773?highlight=*:*
Untitled (1962),Helen Wishart,/record/21764?highlight=*:*
Goat,Emma Gillies,/record/53754?highlight=*:*
Standing Male Nude (1959),Kenneth Dingwall,/record/21330?highlight=*:*
Untitled (2006),Zeynep Arman,/record/99876?highlight=*:*
Study for completed image (1960),Vivien Alexander,/record/50625?highlight=*:*
Untitled (1987),Martin McInally,/record/21939?highlight=*:*
Goddess Nike unfastening her sandal (1984),Vincent Butler,/record/20624?highlight=*:*
Portrait of a Woman (1959),Jean I. Beattie,/record/20918?highlight=*:*
Untitled (Unknown),Unknown,/record/99956?highlight=*:*
Portrait of a Woman with Teacup (1962),Leslie Johns,/record/21264?highlight=*:*
Five Senses No.3 - Sense of Smell (2006),John Schulz,/record/99872?highlight=*:*
Abstract in Brown and Blue (1988),George M. Glen,/record/22544?highlight=*:*
Unknown (Circa 1890),Unknown,/record/50468?highlight=*:*
"Untitled - Abstract Green, Purple and Brown Shapes (1989)",Joanne Leonie Milne,/record/99388?highlight=*:*
Portrait of a Woman in a Jumper (1959),W Bryden,/record/21106?highlight=*:*
Still Life with Drapes (1966),James H. Fairgrieve,/record/22651?highlight=*:*
Untitled (1966),Gillian Mather,/record/22002?highlight=*:*
Untitled (Unknown),Alison Williams,/record/21944?highlight=*:*
Untitled (Unknown),Gregg Magee,/record/21639?highlight=*:*
Untitled,Unknown,/record/102726?highlight=*:*
Death Mask (2) (1964),H. Dempshall,/record/21649?highlight=*:*
Two Standing Male Nudes (1953),Eileen Duncan,/record/20930?highlight=*:*
Frieze from the Temple of Athena Nike (2nd left) (1827),NA,/record/20626?highlight=*:*
Espresso Saucer,Emma Gillies,/record/53680?highlight=*:*
Plate,Emma Gillies,/record/53720?highlight=*:*
Portrait of Woman (1949),Leszek Muszynski,/record/22515?highlight=*:*
Woman Seated on Sofa (May 1963),John Bellany,/record/20779?highlight=*:*
Untitled - Nude Bathing Figures (1963),F. Milner,/record/99365?highlight=*:*
Standing Female Nude (1954),Margaret Proudfoot,/record/21253?highlight=*:*
Teacup,Emma Gillies,/record/53648?highlight=*:*
Standing Male Nude (1950),Cecile E M Johnston,/record/21026?highlight=*:*
Teacup,Emma Gillies,/record/53640?highlight=*:*
Untitled (Unknown),Ross Thomson,/record/21725?highlight=*:*
"blue (light) purple, turquoise costumes green sea etc. (1967)",Isobel T Johnstone,/record/99254?highlight=*:*
Red/Orange Connections,Joanna Wilson,/record/21003?highlight=*:*
Unknown (1952),Alistair Fairweather,/record/50423?highlight=*:*
Abstract Landscape (Circa 1964),Kirkland Main,/record/21171?highlight=*:*
Side Plate,Emma Gillies,/record/53612?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),NA,/record/20709?highlight=*:*
Parc de Tuileries - Paris (1963),John Bellany,/record/21533?highlight=*:*
Untitled (1965),Peter Pretsell,/record/99791?highlight=*:*
Still Life with Vase of Fuchsias (1954),Edith Fraser,/record/22740?highlight=*:*
Untitled - Abstract Male (1960),George H McIntosh,/record/99396?highlight=*:*
South Frieze of the Parthenon Frieze (1836-1837),NA,/record/20693?highlight=*:*
Untitled (1967),Helen Pollock,/record/22028?highlight=*:*
Untitled (1963),[Unknown] Black,/record/22024?highlight=*:*
"Armorial panel from right tower of Mar's Wark, Stirling (1893)",Unknown,/record/20554?highlight=*:*
Unknown (15 Feb 1956),Alan M. Alexander,/record/50593?highlight=*:*
Portrait of an Old Woman (1959),Barbara Strachan,/record/20868?highlight=*:*
Untitled (1968),Sheila Wardrope,/record/22495?highlight=*:*
Obstacle - Govan Hill Baths (2014),Charles Myatt,/record/47455?highlight=*:*
Saucer,Emma Gillies,/record/53661?highlight=*:*
Elders from East Frieze of the Parthenon,NA,/record/20685?highlight=*:*
11. Ann Monotype (1959),Alan M. Alexander,/record/50600?highlight=*:*
Multiple Views of Female Nude (1949),Douglas Gordon,/record/21102?highlight=*:*
Looking for women (2017),Tessa Lynch,/record/102738?highlight=*:*
Untitled,Unknown,/record/21788?highlight=*:*
Untitled (1983),Andrew Arnott,/record/21824?highlight=*:*
Untitled (Unknown),Kirkland Main,/record/21938?highlight=*:*
Side Plate,Emma Gillies,/record/53610?highlight=*:*
Unknown (Unknown),Unknown,/record/21550?highlight=*:*
Studies of Cliffs (15 APR 1961),John Picking,/record/111036?highlight=*:*
Untitled - Portrait of Woman in Profile (1963),Gordon Bryce,/record/99327?highlight=*:*
Untitled (Unknown),Unknown,/record/21567?highlight=*:*
Unknown (1947),Mabel D. Lawford,/record/50534?highlight=*:*
Portrait of a Woman at a Table (1960),Dorothea Brown,/record/20995?highlight=*:*
untitled (1961),James T Carlyle,/record/21760?highlight=*:*
The Boston-Edinburgh Portfolio II (2006),Unknown,/record/99855?highlight=*:*
"Metope 6, from entablature of the Parthenon (1837)",NA,/record/20642?highlight=*:*
Portrait of a Bearded Man (1960),Elise Brown,/record/20977?highlight=*:*
Studio Interior (Unknown),Hilary A. Fisher,/record/21678?highlight=*:*
Portrait of a Seated Young Woman (May 1960),John Gilbert,/record/20998?highlight=*:*
Untitled (1971),G.A. C,/record/21927?highlight=*:*
A Good Dream and a Bad Dream (1970),John Mooney,/record/20755?highlight=*:*
Hand Thrown Pot,Emma Gillies,/record/53736?highlight=*:*
(verso) (1953),Llewella C. Brayne,/record/22706?highlight=*:*
Unknown (1950),Zygmunt Bukowski,/record/53554?highlight=*:*
Untitled - Two Birds (1963),Norman Thom,/record/99417?highlight=*:*
Unknown (May 1963),Gregor Smith,/record/53501?highlight=*:*
Man in Vest (1964),Carole V Danielson,/record/22664?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,/record/20728?highlight=*:*
Untitled (1969),Gabrielle Stubbs,/record/22488?highlight=*:*
Baroque Nude (1959),Alan Alexander,/record/21092?highlight=*:*
Seated Female Nude (1939-1940),James Gordon,/record/21095?highlight=*:*
"Vale of Health, Hampstead Heath (1950)",Alexander Cree,/record/50545?highlight=*:*
The Three Tyches,Unknown,/record/20533?highlight=*:*
Untitled - Two Apes Sun Bathing (1963),Ann F Ward,/record/99347?highlight=*:*
Untitled (2007),Emma Peacock,/record/99889?highlight=*:*
Untitled - Portrait of an Old Man (Feb 1962),William Gillon,/record/99480?highlight=*:*
Unknown (Unknown),Unknown,/record/21547?highlight=*:*
Horse,Emma Gillies,/record/53750?highlight=*:*
Untitled - Seated man in yellow,Fergus A Mathers,/record/99357?highlight=*:*
Unknown (1957),Joan F. Biggins,/record/50612?highlight=*:*
Zane (2013),Isobel Turley,/record/21303?highlight=*:*
Unknown (1967),Gwen Mackenzie,/record/50496?highlight=*:*
Seated Female Nude (1953),Mary Edmond,/record/20896?highlight=*:*
Untitled - Girl with Crows (1961-1962),Gwendolene E Roger,/record/99399?highlight=*:*
Urban Apparatus (2017),Rimsha Rehman,/record/121709?highlight=*:*
Untitled (1963),John Milligan,/record/99355?highlight=*:*
Masked Divers,Robin S. Taylor,/record/22683?highlight=*:*
Unknown (1950),Marion M Cooper,/record/50392?highlight=*:*
Unknown (1957),Peter Coyle,/record/50511?highlight=*:*
Unknown (1960),Denness Morton,/record/53547?highlight=*:*
Matthew (1989),Janie Nichol,/record/50414?highlight=*:*
Unknown (1952),Alistair Fairweather,/record/50421?highlight=*:*
Portrait (1956),Unknown,/record/21256?highlight=*:*
Untitled - Two Men in Suits (1967),Catherine Robin,/record/99412?highlight=*:*
Seated Female Nude (1953),Robert L Thompson,/record/21122?highlight=*:*
Untitled (1999),Kate Baker,/record/21882?highlight=*:*
Abstract,V. Constant,/record/111447?highlight=*:*
2. (a) Baskerville Serif (Unknown),Anthony Benjamin,/record/21669?highlight=*:*
Seaside Landscape (1953),Thelma M Macdonald,/record/21011?highlight=*:*
125 (2015),Mark Osborne,/record/53772?highlight=*:*
Red Faced (2014),Daniel Hughes,/record/47440?highlight=*:*
Standing Male Nude (1939),Betty M. Ferguson,/record/21131?highlight=*:*
Church,Joanne Leonie Milne,/record/21452?highlight=*:*
Two Standing Male Nudes (24 Jan 1951),Norma G Reid,/record/21393?highlight=*:*
Untitled - Two Chefs in a Dark Room (1964-1965),Gordon Bryce,/record/99280?highlight=*:*
Via D' Italia (Unknown),John Brown,/record/21673?highlight=*:*
St. George (Pre 1837),Unknown,/record/20590?highlight=*:*
Teacup,Emma Gillies,/record/53650?highlight=*:*
Scaraped Bus Wheel (1990),Alastair Clark,/record/21900?highlight=*:*
Woman with Child and Still Life (1938),Catherine I. McIvor,/record/22512?highlight=*:*
Portrait of a Bearded Man (1960),Marjory Dickson,/record/20993?highlight=*:*
Untitled (Unknown),Ruth Beale,/record/21942?highlight=*:*
Portrait of a Woman in a Green-Checked Blouse (1952),Annette G B Ronald,/record/22698?highlight=*:*
Marshal from the East Frieze of the Parthenon (1836-1837),NA,/record/20679?highlight=*:*
Unknown (1942),Ian Duff,/record/50579?highlight=*:*
Untitled (Unknown),Unknown,/record/99958?highlight=*:*
Portrait of a Man in a Cap (1960),Irene Ellis,/record/20982?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,/record/20719?highlight=*:*
Untitled (2006),Shona McKinnon,/record/99867?highlight=*:*
Untitled,Derek Reid,/record/22725?highlight=*:*
Untitled (Unknown),Joanne Leonie Milne,/record/21947?highlight=*:*
South Frieze of the Parthenon Frieze (1836-1837),NA,/record/20692?highlight=*:*
Portrait of a Man (1953),Ian J. D. Short,/record/22695?highlight=*:*
Portrait of a Bearded Man (Circa 1960),Derek Shiel,/record/20939?highlight=*:*
Unknown,Ian Paterson,/record/53548?highlight=*:*
Standing Female Nude (Circa 1951),Rose Rifat,/record/21236?highlight=*:*
Ples (1983),Boris Bućan,/record/22472?highlight=*:*
Portrait of a Seated Man (May 1960),John Gilbert,/record/20997?highlight=*:*
Two Elements (2006),Wilhelmina Barns-Graham CBE HRSA HRSW,/record/54750?highlight=*:*
Nude Sleeping,Raymon Pattie,/record/22529?highlight=*:*
Ludovisi Throne (Circa 1912),Unknown,/record/20575?highlight=*:*
Unknown (1963),Roger Cameron,/record/50436?highlight=*:*
Untitled (Unknown),Paul Furneaux,/record/21780?highlight=*:*
Standing Figure (Circa 1979),Ursula M. Henning,/record/22517?highlight=*:*
Untitled (1997),Rachel Clark,/record/21875?highlight=*:*
Demolished Building,Keith Thomson,/record/21464?highlight=*:*
Angel of Lude,Unknown,/record/20551?highlight=*:*
Playground (1989),Linda Gilliard,/record/22634?highlight=*:*
South Frieze of the Parthenon Frieze (1836-1837),NA,/record/20698?highlight=*:*
Theatre (Unknown),Rob McLaurin,/record/21749?highlight=*:*
Unclassified (2003),Charles E. Milson,/record/99933?highlight=*:*
North State (2013),Tiina Lilja,/record/47438?highlight=*:*
Teacup,Emma Gillies,/record/53643?highlight=*:*
Composition with Three Figures against a Pink and Yellow Background (Circa 1968),Alan T. Johnston,/record/22596?highlight=*:*
Untitiled (1960),Robert L Snowden,/record/21540?highlight=*:*
Still Breathing,Stuart T. MacKenzie,/record/22660?highlight=*:*
Saucer,Emma Gillies,/record/53659?highlight=*:*
Female Nude (1924),Henry Moore,/record/53472?highlight=*:*
Unknown,Unknown,/record/53552?highlight=*:*
Portrait of an Elderly Man (1956),J Salter,/record/21190?highlight=*:*
Untitled - Shoes and a Polka Dot Blouse (1983-1984),David Douglas,/record/99432?highlight=*:*
Cantilever Ring (2013),Sally Morrison,/record/21310?highlight=*:*
Study for Hugh McDiarmid Memorial (Circa 1986),Jake Harvey,/record/21810?highlight=*:*
Seated Male Nude (1958),Richard McNeill,/record/20894?highlight=*:*
Face on Water (2018),Paul Furneaux,/record/21646?highlight=*:*
Church and Landscape (1955),Margaret Proudfoot,/record/21032?highlight=*:*
Abstract with Crescent in Turquoise and Blue (Circa 1962),James T Carlyle,/record/20760?highlight=*:*
Smocking diagrams,Unknown,/record/102710?highlight=*:*
Illegible title,Thora Clyne,/record/112308?highlight=*:*
Seated Female Nude (1969),Ian G. Robertson,/record/22727?highlight=*:*
Child's chinese headdress,Unknown,/record/102677?highlight=*:*
White Matter (2013),Marissa Stoffer,/record/47446?highlight=*:*
Portrait of a Woman (1964),Peter Pretsell,/record/21421?highlight=*:*
Untitled (Unknown),Unknown,/record/21820?highlight=*:*
Unknown (1987),Robert Runas(?),/record/21950?highlight=*:*
Unknown (1965),McLeod,/record/53594?highlight=*:*
Nanduti lace collar,Unknown,/record/102694?highlight=*:*
Man and Woman in Brown (Circa 1975),Robin Paine,/record/22585?highlight=*:*
South Frieze of the Parthenon Frieze (1836-1837),NA,/record/20697?highlight=*:*
Three Men and a Snake (Unknown),Robert Rivers,/record/21945?highlight=*:*
Life Drawing (Female Nude with Knee on Chair) (1962),John Bellany,/record/20765?highlight=*:*
Silenus and the Infant Dionysos,Unknown,/record/20586?highlight=*:*
